week,weekly_selected,category,region,alt_subtype,importance,importance_reason,weekly_score,title,source,url
2026-09-13,FALSE,👔 MBB·Big4 인사이트,global,,2,industry_shift,14.85,"에이전트 AI, 재무 예측 정확도 최대 90%까지 향상 가능: EY India 보고서",EY,https://www.ey.com/en_in/newsroom/2026/09/agentic-ai-can-help-treasury-functions-achieve-up-to-90-percent-forecast-accuracy
2026-09-13,FALSE,👔 MBB·Big4 인사이트,global,,2,policy_or_market_change,14.5,"Semicon 2.0 발표: 인도 정부, 반도체 가치 사슬 전반 지원 체계 공개",EY,https://www.ey.com/en_in/technical/alerts-hub/2026/09/semicon-notified-government-unveils-support-framework
2026-09-13,FALSE,👔 MBB·Big4 인사이트,global,,2,policy_or_market_change,15.3,사모 신용(Private Credit)이 규제 당국의 주목을 받는 이유,EY,https://www.ey.com/en_jp/insights/financial-services/why-regulators-are-zooming-in-on-private-credit
2026-09-13,FALSE,🌱 임팩트,global,,3,policy_or_market_change,16.35,"영국, 기업 지속가능성 보고 요건 대대적 개편 추진",ESG Today,https://www.esgtoday.com/uk-proposes-major-overhaul-of-corporate-sustainability-reporting-requirements/
2026-09-13,FALSE,🌱 임팩트,global,,2,systemic_capital,13.65,소규모 펀드의 큰 알파: 기후 분야 신흥 운용사와 LP 연결,ImpactAlpha,https://impactalpha.com/event/small-funds-big-alpha-matching-lps-with-climates-emerging-managers
2026-09-13,FALSE,🌱 임팩트,global,,2,policy_or_market_change,13.55,"스페인, 유럽연합 집행위원회에 DNSH 원칙 내 회복탄력성 추가 촉구",Responsible Investor,https://www.responsible-investor.com/spain-urges-european-commission-to-add-resilience-to-dnsh-principle/
2026-09-13,TRUE,🤖 AI,korea,,3,major_deal,12.0,"엔비디아, 허깅페이스 인수 발표‧RTX 스파크 PC 10월 출하",스타트업레시피,https://startuprecipe.co.kr/archives/tech/5832682
2026-09-13,FALSE,🤖 AI,global,,2,industry_shift,14.8,"TCS, 인도 남부에 1기가와트 규모 데이터센터 구축 계획",Bloomberg.​com,https://www.bloomberg.com/news/articles/2026-09-05/tcs-plans-one-gigawatt-capacity-data-center-in-southern-india
2026-09-13,FALSE,🤖 AI,global,,2,industry_shift,13.65,"벨기에, 반도체 스파이 혐의로 중국인 남성 구금",Reuters,https://www.reuters.com/world/china/belgium-detains-chinese-man-suspicion-semiconductor-espionage-2026-09-07/
2026-09-13,FALSE,📈 대체투자,global,capital_formation,2,systemic_capital,14.3,"Claret Capital, 4호 부채 펀드 5억 7,500만 유로 조성… '덜 매력적인' 스타트업 자금 지원",Sifted,https://sifted.eu/articles/claret-capital-venture-debt-ai-fund/
2026-09-13,FALSE,📈 대체투자,global,pe_ma,2,major_deal,18.0,"Eurazeo 지원 T1A, Flex IT 인수해 1억 5,000만 유로 규모 순환 IT 플랫폼 구축",ESG Today,https://www.esgtoday.com/eurazeo-backed-t1a-acquires-flex-it-to-form-e150-million-circular-it-platform/
2026-09-13,FALSE,📈 대체투자,global,exit_liquidity,2,major_deal,15.100000000000001,"Aliko Dangote와 투자은행들, 아프리카 최대 IPO 계약 체결",Bloomberg.​com,https://www.bloomberg.com/news/articles/2026-09-07/aliko-dangote-investment-banks-sign-africa-s-biggest-ipo-deal
2026-09-13,TRUE,📈 대체투자,korea,capital_formation,3,systemic_capital,11.4,수은·산은·기은 7000억 글로벌 스케일업 펀드 조성,딜사이트,https://dealsite.co.kr/articles/168580
2026-09-13,TRUE,📈 대체투자,korea,pe_ma,3,major_deal,10.9,"[thebell briefing] 디오션 컨소시엄, SK오션플랜트 품는다…본계약 체결",thebell.​co.​kr,https://www.thebell.co.kr/front/newsview.asp?code=00&key=202609061313507760101874
2026-09-13,FALSE,📈 대체투자,korea,venture_growth,2,major_deal,11.9,해양정화 로봇기업 쉐코 시리즈B 80억…SK가 초기투자,딜사이트,https://dealsite.co.kr/articles/168561
2026-09-13,TRUE,🌐 거시·정책·지정학,global,,3,policy_or_market_change,13.8,관세 혼란 속 구리 가격 사상 최고치 경신,Bloomberg.​com,https://www.bloomberg.com/news/articles/2026-09-07/copper-surges-to-all-time-high-as-tariff-turmoil-rocks-market
2026-09-13,FALSE,🌐 거시·정책·지정학,global,,2,policy_or_market_change,10.8,"러시아 랴잔 정유공장, 드론 공격으로 화재 발생",Bloomberg.​com,https://www.bloomberg.com/news/articles/2026-09-06/russia-ukraine-exchange-strikes-as-us-envoys-head-for-kyiv
2026-09-13,FALSE,🌐 거시·정책·지정학,global,,2,policy_or_market_change,10.2,"영국 총리실, Burnham과 Trump가 우크라이나-러시아 휴전 논의했다고 밝혀",Reuters,https://www.reuters.com/world/uks-burnham-trump-discuss-working-towards-ukraine-russia-ceasefire-downing-2026-09-07/
2026-09-13,FALSE,🌐 거시·정책·지정학,korea,,1,policy_or_market_change,10.6,"[Policy Radar] '레버리지 ETF' 국정조사, 실현 가능성 불투명",thebell.​co.​kr,https://m.thebell.co.kr/m/newsview.asp?newskey=202609070957412680102688
2026-09-13,FALSE,👔 MBB·Big4 인사이트,global,,2,industry_shift,13.3,"KPMG와 Light, AI 및 에이전트 금융 도입 가속화 위해 협력",kpmg.​com,https://kpmg.com/fi/en/insights/news/kpmg-light-join-forces-to-accelerate-the-adoption-of-ai-and-agentic-firance.html
2026-09-13,FALSE,👔 MBB·Big4 인사이트,global,,2,industry_shift,11.950000000000001,드디어 고객 우선: AI 기반 개인화로 은행 가치 창출,McKinsey Insights,https://www.mckinsey.com/industries/financial-services/our-insights/at-last-customers-first-ai-powered-personalization-can-help-banks-create-value
2026-09-13,FALSE,👔 MBB·Big4 인사이트,global,,2,industry_shift,11.950000000000001,다시 미국에서 생산? 미국 제조업 회복탄력성 재고,McKinsey Insights,https://www.mckinsey.com/mgi/our-research/made-in-america-again-rethinking-us-manufacturing-resilience
2026-09-13,TRUE,🌱 임팩트,global,,3,major_deal,18.849999999999998,"Qualitas, Macquarie의 5.8 GW 유럽 청정 에너지 플랫폼 인수",ESG Today,https://www.esgtoday.com/qualitas-acquires-5-8-gw-european-clean-energy-platform-from-macquarie/
2026-09-13,FALSE,🌱 임팩트,global,,2,policy_or_market_change,14.9,"유럽의회, SFDR 적용 대상에서 대체 펀드 제외 방침",Responsible Investor,https://www.responsible-investor.com/european-parliament-set-to-exclude-alternative-funds-from-sfdr/
2026-09-13,FALSE,🌱 임팩트,global,,2,major_deal,17.4,"Main, Orgvue 인수하며 영국 첫 플랫폼 거래 성사; Copilot, 재생 에너지 소프트웨어 기업 Green Eagle 투자",PE Hub,https://www.pehub.com/main-buys-workforce-software-provider-orgvue-in-first-platform-uk-deal-copilot-backs-renewable-energy-software-business-green-eagle/
2026-09-13,TRUE,🤖 AI,global,,3,major_deal,16.450000000000003,"Mistral AI, Samsung 주도 투자 라운드서 210억 유로 가치 인정받아",bloomberg.​com,https://www.bloomberg.com/news/articles/2026-09-08/mistral-ai-raises-at-21-billion-valuation-in-samsung-led-round
2026-09-13,FALSE,🤖 AI,global,,2,major_deal,12.700000000000001,"Cognition, 480억 달러 가치 평가… AI 코딩 시장 승자독식 아님을 시사",TechCrunch AI,https://techcrunch.com/2026/09/08/cognition-hits-48b-valuation-signaling-investors-believe-ai-coding-is-far-from-a-winner-take-all-market/
2026-09-13,FALSE,🤖 AI,global,,2,major_deal,15.100000000000001,"Alphabet의 CapitalG, 30억 달러 가치 AI 칩 스타트업 Celero에 투자",bloomberg.​com,https://www.bloomberg.com/news/articles/2026-09-08/alphabet-s-capitalg-backs-ai-chip-startup-celero-at-3-billion-value
2026-09-13,TRUE,📈 대체투자,global,venture_growth,3,major_deal,19.4,"Mistral AI, 240억 달러 가치로 35억 달러 조달… 유럽 AI 투자 기록 경신",Crunchbase News,https://news.crunchbase.com/venture/europe-record-setting-mistral-ai-raise/
2026-09-13,TRUE,📈 대체투자,global,pe_ma,3,major_deal,16.05,"Hudson Hill, InXpress 위한 CV 마감; Warburg Pincus·Berkshire Partners, Consolidated Precision Products를 GE Aerospace에 117.5억 달러에 매각",PE Hub,https://www.pehub.com/hudson-hill-closes-cv-for-inxpress-warburg-pincus-berkshire-partners-to-sell-consolidated-precision-products-to-ge-aerospace-for-11-75bn/
2026-09-13,TRUE,📈 대체투자,global,venture_growth,3,major_deal,16.05,"Stoke Space, 재사용 로켓으로 SpaceX와 경쟁 위해 10억 달러 추가 조달",TechCrunch,https://techcrunch.com/2026/09/08/stoke-space-raises-another-billion-to-rival-spacex-at-re-flying-rockets/
2026-09-13,FALSE,📈 대체투자,korea,venture_growth,2,major_deal,9.9,"[공시모음] HMM, 브라질 광산업체와 4.7조 규모 장기화물운송계약 체결 外",딜사이트,https://dealsite.co.kr/articles/168630
2026-09-13,FALSE,📈 대체투자,korea,pe_ma,2,major_deal,11.0,"어센틱 브랜즈 그룹, 드레이크 스트리트웨어 브랜드 OVO 인수",스타트업레시피,https://startuprecipe.co.kr/archives/5832169
2026-09-13,FALSE,📈 대체투자,korea,capital_formation,2,policy_or_market_change,9.4,"2027년 PEF협회 출범…운용사 회장, 관료 부회장 계획",딜사이트,https://dealsite.co.kr/articles/168577
2026-09-13,FALSE,🌐 거시·정책·지정학,global,,2,policy_or_market_change,9.8,"BMO의 Davis, CPI 지표가 Fed의 금리 인상 '출구 전략' 될 수 있다고 언급",bloomberg.​com,https://www.bloomberg.com/news/videos/2026-09-08/cpi-can-give-fed-easy-out-on-a-rate-hike-bmo-s-davis-video
2026-09-13,FALSE,🌐 거시·정책·지정학,global,,2,policy_or_market_change,12.0,"미 재무부, 대규모 신규 항공 제재로 이란 압박 강화",Reuters,https://www.reuters.com/business/aerospace-defense/us-issues-fresh-iran-related-sanctions-treasury-website-shows-2026-09-08/
2026-09-13,FALSE,🌐 거시·정책·지정학,global,,2,policy_or_market_change,11.8,"Carney, 보복 관세는 미국과의 갈등 고조가 아닌 캐나다 보호 목적",bloomberg.​com,https://www.bloomberg.com/news/articles/2026-09-08/carney-says-tariffs-on-us-goods-meant-to-protect-canada-not-escalate-conflict
2026-09-13,TRUE,🌐 거시·정책·지정학,korea,,2,policy_or_market_change,9.7,"[속보] 한은 ""올해 1인당 GNI 4만달러 넘을 가능성 매우 커져""",한경매거진&북,https://magazine.hankyung.com/business/amp/202609080485b
2026-09-13,FALSE,🌐 거시·정책·지정학,korea,,2,policy_or_market_change,9.4,"UAE 고문 ""에너지 수출, 이란전쟁 볼모 안돼…대체 경로 구축""",연합뉴스,https://www.yna.co.kr/view/AKR20260907162900079
2026-09-13,FALSE,🌐 거시·정책·지정학,korea,,1,policy_or_market_change,8.4,"환율·채권, 원·달러 환율 1350원대 안착할 듯",한국경제,https://www.hankyung.com/article/2026090668841
2026-09-13,FALSE,👔 MBB·Big4 인사이트,global,,2,major_deal,14.5,2026년 상반기 동남아 금융 서비스 M&A 전망: 인도네시아 인사이트,EY,https://www.ey.com/en_id/newsroom/2026/09/sea-financial-services-m-and-a-stable-in-h1-2026-led-by-indonesia
2026-09-13,FALSE,👔 MBB·Big4 인사이트,global,,2,industry_shift,14.8,2026년 TMT 기업 개발 설문조사 결과 | EY - 미국,EY,https://www.ey.com/en_us/media/webcasts/2026/09/2026-tmt-corporate-development-survey-results
2026-09-13,FALSE,👔 MBB·Big4 인사이트,global,,2,industry_shift,14.8,KPMG-GIPS 2026 조달 역량 강화 설문조사 보고서,kpmg.​com,https://kpmg.com/gh/en/insights/risk-and-regulatory/kpmg-gips-2026-procurement-enhancement-survey-report.html
2026-09-13,FALSE,🌱 임팩트,global,,2,major_deal,15.65,"TÜV SÜD, 탄소 시장 성장을 위한 2,400만 달러 규모 탈탄소 허브 출범",ESG Today,https://www.esgtoday.com/tuv-sud-lauches-24-million-decarbonization-hub-to-support-carbon-markets/
2026-09-13,FALSE,🌱 임팩트,global,,2,industry_shift,15.0,"Pro Mujer, 젠더 렌즈 및 개발 펀드 자금 회수로 구조조정 및 해고 단행",ImpactAlpha,https://impactalpha.com/restructuring-and-layoffs-hit-pro-mujer-as-gender-lens-and-development-funders-pull-back/
2026-09-13,FALSE,🌱 임팩트,global,,2,systemic_capital,17.1,"아시아 자산운용사들, 글로벌 지속가능성 투자 확대",Responsible Investor,https://www.responsible-investor.com/asian-asset-owners-ramp-up-global-sustainability-investments/
2026-09-13,TRUE,🤖 AI,korea,,3,major_deal,13.2,"데이터센터 개발사 크루소, 30억 달러 투자 유치",startuprecipe.​co.​kr,https://startuprecipe.co.kr/archives/5832798
2026-09-13,FALSE,🤖 AI,global,,2,major_deal,13.8,"Legal AI 스타트업 Harvey, 5억 5,000만 달러 투자 유치로 기업가치 156억 달러 달성",Hacker News,https://bloomberg.com/news/articles/2026-09-09/legal-ai-startup-harvey-hits-15-6-billion-value-with-550-million-round
2026-09-13,FALSE,🤖 AI,global,,2,industry_shift,12.3,OpenAI의 최근 논란이 시사하는 수학의 미래,MIT Tech Review,https://www.technologyreview.com/2026/09/08/1143747/what-openais-latest-controversy-tells-us-about-the-future-of-math/
2026-09-13,FALSE,📈 대체투자,global,venture_growth,3,major_deal,15.15,"Mistral, 210억 유로 기업가치로 30억 유로 규모 Series D 투자 확정",Sifted,https://sifted.eu/articles/mistral-series-d-3bn/
2026-09-13,FALSE,📈 대체투자,global,capital_formation,3,systemic_capital,8.3,"[AI서머리] ASEIC, 인도네시아서 친환경 에코톤 데모데이‧a16z, 11억 달러 'AI 하드웨어' 펀드 조성",startuprecipe.​co.​kr,https://startuprecipe.co.kr/archives/5833154
2026-09-13,FALSE,📈 대체투자,global,pe_ma,2,major_deal,15.2,"Salesforce, AI 고객 조사 플랫폼 Listen Labs 20억 달러에 인수 논의",Business Insider,https://www.businessinsider.com/salesforce-acquire-ai-startup-listen-labs-2026-9
2026-09-13,TRUE,📈 대체투자,korea,venture_growth,2,policy_or_market_change,14.4,"정부규제에 IPO 반토막…""VC 반납 위기"" 성토장 교류회",딜사이트,https://dealsite.co.kr/articles/168645
2026-09-13,FALSE,📈 대체투자,korea,pe_ma,2,policy_or_market_change,9.4,"美 SEC, ISS에 고객별 투표자료 요구…법원에 자료제출 강제 요청",임팩트온,http://www.impacton.net/news/articleView.html?idxno=20245
2026-09-13,FALSE,📈 대체투자,korea,exit_liquidity,2,major_deal,10.9,"글로벌 엿보던 무신사 조만호, 국내 상장 택한 이유는",딜사이트,https://dealsite.co.kr/articles/168637
2026-09-13,FALSE,🌐 거시·정책·지정학,global,,2,policy_or_market_change,10.5,러시아를 제재하는 올바른 방법,Foreign Affairs,https://www.foreignaffairs.com/europe/right-way-sanction-russia
2026-09-13,FALSE,🌐 거시·정책·지정학,global,,2,policy_or_market_change,12.0,"이탈리아 로비 단체, 중국산 자동차 및 부품에 80% EU 관세 부과 촉구",Reuters,https://www.reuters.com/business/retail-consumer/italian-lobby-group-calls-80-eu-tariff-chinese-cars-parts-2026-09-09/
2026-09-13,FALSE,🌐 거시·정책·지정학,korea,,2,policy_or_market_change,5.5,"[AI서머리] R&D 예산안 39.5조 역대 최대‧썬더디에스, 대학 전자조달에 생성형 AI 붙였다",startuprecipe.​co.​kr,https://startuprecipe.co.kr/archives/5832958
2026-09-13,FALSE,🌐 거시·정책·지정학,korea,,1,policy_or_market_change,9.6,"씨티, 올해 명목 GDP 성장률 전망치 20.7→25.0% 상향",연합뉴스,https://www.yna.co.kr/amp/view/AKR20260909147500002
2026-09-13,FALSE,👔 MBB·Big4 인사이트,global,,2,industry_shift,13.3,"AI, 4.7조 달러 수익 이동시킨다… 당신의 지분은?",Bain & Company,https://www.bain.com/insights/ai-puts-4-7-trillion-at-stake/
2026-09-13,TRUE,👔 MBB·Big4 인사이트,global,,2,policy_or_market_change,15.3,CFO들이 산업 정책과 AI 에너지 수요를 관리하는 법,EY,https://www.ey.com/en_au/media/podcasts/better-finance/2026/02/season-8-episode-8-how-cfos-can-navigate-industrial-policy-and-the-energy-transition
2026-09-13,FALSE,👔 MBB·Big4 인사이트,global,,2,policy_or_market_change,13.3,법률 제5321/2026호: 그리스의 인공지능 시스템 감독을 위한 법적 프레임워크,EY,https://www.ey.com/en_gr/technical/tax/tax-alerts/ai-act-greek-legal-framework-for-the-supervision-of-artificial-intelligence-systems
2026-09-13,TRUE,🌱 임팩트,global,,3,policy_or_market_change,16.45,"ESG 평가기관 100여 곳, EU 인가 추진",Responsible Investor,https://www.responsible-investor.com/more-than-100-esg-rating-firms-seek-eu-authorisation/
2026-09-13,FALSE,🌱 임팩트,global,,2,systemic_capital,17.0,"Anthos와 Ascension, Common Good Fund로 신앙 기반 및 임팩트 투자 결합",ImpactAlpha,https://impactalpha.com/anthos-and-ascension-bring-together-faith-based-and-impact-investing-in-a-common-good-fund/
2026-09-13,FALSE,🌱 임팩트,global,,2,policy_or_market_change,14.8,"영국 정부, 2050년 항공 탄소 배출량 예상보다 50% 높을 것 인정",Carbon Brief,https://www.carbonbrief.org/uk-aviation-emissions-to-be-50-higher-than-thought-by-2050-government-admits
2026-09-13,FALSE,🤖 AI,global,,2,industry_shift,13.200000000000001,Jensen Huang이 밝힌 Nvidia 내년 70% 성장 비결,TechCrunch AI,https://techcrunch.com/2026/09/10/jensen-huang-explains-why-nvidia-will-grow-an-astounding-70-next-year/
2026-09-13,FALSE,🤖 AI,global,,2,industry_shift,13.200000000000001,"Anthropic, Alibaba·Moonshot AI·DeepSeek의 증류 캠페인 상세 공개",TechCrunch AI,https://techcrunch.com/2026/09/10/anthropic-details-distillation-campaigns-from-alibaba-moonshot-ai-and-deepseek/
2026-09-13,FALSE,🤖 AI,global,,2,major_deal,12.700000000000001,"Maven Robotics, 로봇 도입 시장 공략 가속화",TechCrunch AI,https://techcrunch.com/2026/09/10/maven-robotics-wants-to-steal-your-robot-deployment-deal/
2026-09-13,FALSE,📈 대체투자,global,venture_growth,3,major_deal,15.15,"The Boring Company, Musk Inc 수요 급증에 30억 달러 조달",Business Insider,https://www.businessinsider.com/boring-company-raises-billions-as-demand-elon-musk-booms-2026-9
2026-09-13,FALSE,📈 대체투자,global,capital_formation,2,systemic_capital,14.950000000000001,"Brookfield, 영국 원자력 펀드로부터 10억 달러 위탁 운용사 선정",Bloomberg.​com,https://www.bloomberg.com/news/articles/2026-09-08/brookfield-wins-1-billion-mandate-from-british-nuclear-fund
2026-09-13,FALSE,📈 대체투자,global,pe_ma,2,major_deal,14.700000000000001,"Altas Partners와 L Catterton, HGGC로부터 Fullscript 인수 합의",PE Hub,https://www.pehub.com/altas-partners-l-catterton-agree-to-acquire-fullscript-from-hggc/
2026-09-13,FALSE,📈 대체투자,korea,pe_ma,2,major_deal,9.9,[넥스플렉스 M&A] 태광산업 왜 중단했을까…애플 의존도 크고 먹을 게 없네,딜사이트,https://dealsite.co.kr/articles/168672
2026-09-13,FALSE,📈 대체투자,korea,venture_growth,2,major_deal,13.9,"펠레메드, 50억 투자유치 완료…AML 임상 1상 돌입",thebell.​co.​kr,https://www.thebell.co.kr/front/newsview.asp?code=0303&key=202609090959147640103253
2026-09-13,FALSE,📈 대체투자,korea,capital_formation,2,systemic_capital,11.4,"우정사업본부, 2450억 규모 PEF 출자사업 공고",딜사이트,https://dealsite.co.kr/articles/168818
2026-09-13,TRUE,🌐 거시·정책·지정학,global,,3,policy_or_market_change,12.0,이란 전쟁발 인플레이션 우려 속 ECB 금리 인상,Reuters,https://www.reuters.com/business/view-ecb-hikes-rates-iran-war-adds-inflation-angst-2026-09-10/
2026-09-13,FALSE,🌐 거시·정책·지정학,global,,2,policy_or_market_change,12.0,단독: 10억 달러 규모 제재 회피로 이란에 중국산 물자 공급한 수법,Reuters,https://www.reuters.com/world/asia-pacific/how-billion-dollar-sanctions-dodge-kept-chinese-goods-flowing-iran-2026-09-10/
2026-09-13,FALSE,🌐 거시·정책·지정학,global,,2,policy_or_market_change,10.0,유가 급등에 따른 Fed 금리 인상 전망 강화로 미 국채 금리 다년 최고치,Bloomberg.​com,https://www.bloomberg.com/news/articles/2026-09-10/us-bond-yields-extend-climb-as-oil-advance-stokes-rate-hike-bets
2026-09-13,TRUE,🌐 거시·정책·지정학,korea,,2,policy_or_market_change,12.4,K-베어허그법 뜬다…저평가 상장사 기업가치 제고 압박,딜사이트,https://dealsite.co.kr/articles/168738
2026-09-13,FALSE,🌐 거시·정책·지정학,korea,,1,policy_or_market_change,10.5,"한은 ""레버리지 ETF 투자 급증, 주가 변동성 확대""",hankyung.​com,https://www.hankyung.com/article/202609106316Y
2026-09-13,FALSE,🌐 거시·정책·지정학,korea,,1,policy_or_market_change,8.5,"이창용 ""한국은 이제 대외채권국…환율 바라보는 시선 달라져야""",hankyung.​com,https://www.hankyung.com/article/202609094464i
2026-09-13,TRUE,👔 MBB·Big4 인사이트,global,,3,policy_or_market_change,13.3,2026년 10월 1일부터 EU 철강 수입 증명 요건 강화: 'melt and pour' 규정 준비됐나?,EY,https://www.ey.com/en_ro/technical/tax-alerts/ey-tax-alert-23-september-2026
2026-09-13,FALSE,👔 MBB·Big4 인사이트,global,,2,industry_shift,13.3,의료 인력 부족 문제 해결,kpmg.​com,https://kpmg.com/th/en/insights/2026/09/healthcare-workforce-gap.html
2026-09-13,TRUE,👔 MBB·Big4 인사이트,global,,2,policy_or_market_change,15.3,"가나, 신규 투자진흥청법 시행으로 투자자 및 이동성 관련 규정 변경",kpmg.​com,https://kpmg.com/xx/en/our-insights/gms-flash-alert/2026/flash-alert-2026-228.html
2026-09-13,TRUE,🌱 임팩트,global,,3,major_deal,16.65,"탄소 회계 스타트업 Greenly, 경쟁사 Normative 6,500만 유로에 인수",Sifted,https://sifted.eu/articles/greenly-normative-acquisition-carbon-accounting/
2026-09-13,FALSE,🌱 임팩트,global,,2,policy_or_market_change,15.1,SFDR 2.0 협상의 남은 쟁점은 무엇인가?,Responsible Investor,https://www.responsible-investor.com/what-sticking-points-remain-for-sfdr-2-0-negotiations/
2026-09-13,FALSE,🌱 임팩트,global,,2,major_deal,13.15,"신생 운용사들, Bluecore Energy의 모듈형 원자로에 주목",ImpactAlpha,https://impactalpha.com/emerging-managers-line-up-behind-bluecore-energys-modular-reactors/
2026-09-13,FALSE,🤖 AI,global,,2,major_deal,16.700000000000003,"Insight Partners와 Sixth Street가 투자한 Kiteworks, AI 보안 기업 Bonfy.AI 인수",PE Hub,https://www.pehub.com/insight-partners-sixth-streets-kiteworks-acquires-ai-security-firm-bonfy-ai/
2026-09-13,FALSE,🤖 AI,global,,2,major_deal,11.8,"Loft Orbital, UAE Marlan Space와 10억 달러 규모 AI 위성 군집 구축 계약 체결",Sifted,https://sifted.eu/articles/loft-orbital-billion-dollar-deal-marlan-space/
2026-09-13,FALSE,🤖 AI,global,,2,industry_shift,14.5,데이터 센터 수요 예측 오류로 오하이오주 전기요금 급등,Canary Media,https://www.canarymedia.com/articles/data-centers/questionable-data-center-forecasts-ohio-power-bills
2026-09-13,FALSE,📈 대체투자,global,pe_ma,3,major_deal,15.15,"Bending Spoons, 암스테르담 기반 Miro 13.6억 달러에 인수",Sifted,https://sifted.eu/articles/bending-spoons-to-buy-miro/
2026-09-13,FALSE,📈 대체투자,global,pe_ma,2,major_deal,15.15,"단독: Blackstone, 데이터 센터 액침 냉각 수요 증가에 Audax로부터 FCH 인수",pehub.​com,https://www.pehub.com/exclusive-blackstone-to-acquire-flow-control-holdings-from-audax/
2026-09-13,FALSE,📈 대체투자,global,venture_growth,2,major_deal,16.700000000000003,"CloudNC, 제조 공정 병목 현상 자동화 위해 2,000만 달러 조달",TechCrunch Venture,https://techcrunch.com/2026/09/08/cloudnc-raises-20m-to-automate-manufacturings-most-pressing-bottlenecks/
2026-09-13,FALSE,📈 대체투자,korea,capital_formation,2,systemic_capital,10.4,성장금융 740억 무공해차 펀드…NH아문디·JKL인베 낙점,딜사이트,https://dealsite.co.kr/articles/168760
2026-09-13,FALSE,📈 대체투자,korea,pe_ma,2,policy_or_market_change,11.4,"김 빠진 JB·BNK 통합론…얼라인, 합병 요구안 철회",딜사이트,https://dealsite.co.kr/articles/168800
